id	title	description	link	price	availability	image_link	gtin	mpn	brand	update_type
14	Saldo Google Play $ 600	Saldo Google Play $ 600 SOMOS UNA EMPRESA ESTABLECIDA por mas de 12 años. Nota 1.SOLO se entregara su compra si paga con saldo mercado pago o mercado credito NO se le entregara si paga con Tarjeta Bancaria2.Por personas que hacen fraude se implemento la politica que al momento de hacer su compra tengra que hacernos llegar 1 identificacion para poder hacerle llegar su compra solicitada esto es para validar que el usuario de la cuenta este realzando la compra al menos la primera vez.3. A Los nuevos clientes solo se le vendera 1 en su primera compra4.Se esta entregando 1 codigo de 600 o el IMPORTE DISPONIBLE (2 CODIGOS DE 300) favor de preguntar antes.Laboramos de lunes a domingo de 7 a.m. a 11 de la noche fuera de ese horarios les estaremos enviando al dia siguiente lo mas pronto posibleJueves de 7 p.m. a 9 p.m. les estaremos enviando a partir de las 901 p.m.Sabado de 6 p.m. a 8 p.m. les estaremos enviando a partir de las 801 p.m.lo invitamos a visitar nuestro otros productos Procedimiento1. Haz tu compra.2. E	https://s.id/MLM-925650477-saldo-google-play-600-_JM	680 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_678380-MLM48896343320_012022-O.jpg	00679628208350		Google Play	merge
15	Tarjeta De Regalo Amazon $100	Tarjeta De Regalo Amazon $100 Bríndanos tu confianza Somos MercadoLíder GoldSomos SHOPGMHMas de 1 Año Vendiendo Tarjeta de Regalo Amazon por $100 pesosPuedes pagar tu membresía de Amazon prime y hacer compras en Amazon México Al terminar tu compra te envió tu código para canjear.Todos nuestros códigos son digitales ya que somos proveedores.Recuerda después de recibir tu código confirmar que ya recibiste el producto en tu listado de compras en ML.El código se genera al momento de que realizaste la compra.Todos nuestros códigos están respaldados con un ticket el cual contiene la hora y la fecha en la que hiciste tu compra.Solo se vende 1 x 1.Lo invitamos a ver nuestro catalogo de productos/shopgmh	https://s.id/MLM-952832800-tarjeta-de-regalo-amazon-100-_JM	134.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_953564-MLM46940457280_082021-O.jpg	00679628208367		Tarjeta De Regalo Amazon $100	merge
16	Tarjeta De Amazon 200 Pesos	Tarjeta De Amazon 200 Pesos Bríndanos tu confianza Somos MercadoLíder GoldSomos SHOPGMHMas de 1 Año vendiendo Tarjeta de Regalo Amazon por 200 pesosNota Se envían dos códigos de 100 pesosPuedes pagar tu membresía de Amazon prime y hacer compras en Amazon México Al terminar tu compra te envió tu código para canjear.Todos nuestros códigos son digitales ya que somos proveedores.Recuerda después de recibir tu código confirmar que ya recibiste el producto en tu listado de compras en ML.El código se genera al momento de que realizaste la compra.Todos nuestros códigos están respaldados con un ticket el cual contiene la hora y la fecha en la que hiciste tu compra.Solo se vende 1 x 1.Lo invitamos a ver nuestro catalogo de productos	https://s.id/MLM-1400157947-tarjeta-de-amazon-200-pesos-_JM	224.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_960008-MLM49548623551_042022-O.jpg	00679628208374		Amazon	merge
17	Nintendo Eshop Gift Card $200 Mxn Codigo Digital	Nintendo Eshop Gift Card $200 Mxn Codigo Digital Ponemos a la venta Tarjeta de regalo $200 MXN Nintendo Eshop NO VENDEMOS CUENTAS VENDEMOS CODIGOSSe envia en un lapso de 124 horas una vez acreditado tu pago por medio de mensaje privado de MercadoLibre lo siguienteCodigo alfanumerico para poder canjear la membresia directamente en tu consola Nintendo SwitchTambien manejamos membresias de Xbox Game Pass y Xbox Live Gold si estas interesado deja un mensajeCualquier duda o comentario no dudes en comentarnos	https://s.id/MLM-1476825156-nintendo-eshop-gift-card-200-mxn-codigo-digital-_JM	224.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_823135-MLM51045461983_082022-O.jpg	00679628208381		Nintendo	merge
18	Microsoft Tarjeta Regalo Xbox $200 Pesos (código Digital)	Microsoft Tarjeta Regalo Xbox $200 Pesos (código Digital) 	https://s.id/MLM-1472809343-microsoft-tarjeta-regalo-xbox-200-pesos-codigo-digital-_JM	215.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_797489-MLM50969941682_082022-O.jpg	00679628208398		Microsoft Tarjeta Regalo Xbox $200 Pesos (código Digital)	merge
19	Microsoft Tarjeta Regalo Xbox $300 Pesos (código Digital)	Microsoft Tarjeta Regalo Xbox $300 Pesos (código Digital) Tarjeta de regalo Xbox $ 300 pesos MXN.El código se envía de forma electrónica por medio de WhatsApp con copia al chat de Mercado libre en un máximo de 10 a 30 minutos posteriores a la compra.Si eres menor de edad no intentes comprar ya que se piden requisitos como la INE para validar la mayoría de edad y autenticidad de la cuenta de Mercado libre de lo contrario se mandara la compra a Mercado LibreEn caso de pago con tarjeta de crédito o debito es indispensable nos adjuntes una foto del INE del titular de la cuenta de Mercado Libre por ambos lados y foto de los 4 últimos dígitos de la cuenta con la que pago ya sea tarjeta física o digital esto con el fin de evitar fraudes o compras realizadas por menores de edad sin el consentimiento del titular de la cuenta de Mercado Libre y la tarjeta de crédito o debito. Una vez recibida la información procederemos al envío.Códigos 100% garantizados.Somos una empresa seria con más de 20 años y distribuidores autorizados Microsoft México.Prevenció	https://s.id/MLM-1472815628-microsoft-tarjeta-regalo-xbox-300-pesos-codigo-digital-_JM	305.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_865068-MLM50970062485_082022-O.jpg	00679628208404		Microsoft	merge
20	Microsoft Tarjeta Regalo Xbox $600 Pesos (código Digital)	Microsoft Tarjeta Regalo Xbox $600 Pesos (código Digital) 	https://s.id/MLM-1472841208-microsoft-tarjeta-regalo-xbox-600-pesos-codigo-digital-_JM	551.65 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_736453-MLM50970043821_082022-O.jpg	00679628208411		Microsoft Tarjeta Regalo Xbox $600 Pesos (código Digital)	merge
21	Microsoft Tarjeta Regalo Xbox $1000 Pesos (código Digital)	Microsoft Tarjeta Regalo Xbox $1000 Pesos (código Digital) 	https://s.id/MLM-1472828326-microsoft-tarjeta-regalo-xbox-1000-pesos-codigo-digital-_JM	1149 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_811020-MLM50970081792_082022-O.jpg	00679628208428		Microsoft	merge
22	Tarjeta Xbox Live Gold 1 Mes Codigo	Tarjeta Xbox Live Gold 1 Mes Codigo tarjeta xbox live gold 1 mes NO SE NESESITA VPN	https://s.id/MLM-1507717171-tarjeta-xbox-live-gold-1-mes-codigo-_JM	170.1 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_918044-MLM51618863051_092022-O.jpg	00679628208435		Microsoft	merge
23	Game Pass Ultimate 1 Mes Gift Card No Acumulable	Game Pass Ultimate 1 Mes Gift Card No Acumulable 	https://s.id/MLM-1595315714-game-pass-ultimate-1-mes-gift-card-no-acumulable-_JM	98 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_924939-MLM52296523573_112022-O.jpg	00679628208442		Game Pass Ultimate 1 Mes Gift Card No Acumulable	merge
24	Xbox Live Gold 3 Meses Codigo Global	Xbox Live Gold 3 Meses Codigo Global Codigo que puedes canjear en tu cuenta sin problemas ES UN CODIGO QUE CANJEAS TU	https://s.id/MLM-1603870884-xbox-live-gold-3-meses-codigo-global-_JM	315 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_903269-MLM52364882883_112022-O.jpg	00679628208459		Xbox Live Gold 3 Meses Codigo Global	merge
25	Membresía Gold De Microsoft Xbox Live De 12 Meses	Membresía Gold De Microsoft Xbox Live De 12 Meses 	https://s.id/MLM-555205250-membresia-gold-de-microsoft-xbox-live-de-12-meses-_JM	1120 MXN	in_stock	https://http2.mlstatic.com/D_NQ_NP_179121-MLM20709705588_052016-O.jpg	00679628208473		Membresía Gold De Microsoft Xbox Live De 12 Meses	merge
